Attribute,Category,Type,Value,Year
BI-1,4412 · Labor Income - Other,Income,0,2022
BI-1,4412 · Labor Income - Other,Income,0,2023
BI-1,4412 · Labor Income - Other,Income,0,2024
BI-1,4412-01 · Custom Farming Labor,Income,38668,2024
BI-1,4412-01 · Custom Farming Labor,Income,61536,2021
BI-1,4412-01 · Custom Farming Labor,Income,68624.5,2023
BI-1,4412-01 · Custom Farming Labor,Income,70256,2022
BI-1,4500-01 · Management Fees Income,Income,13100,2024
BI-1,4500-01 · Management Fees Income,Income,18012.5,2022
BI-1,4500-01 · Management Fees Income,Income,19650,2021
BI-1,4500-01 · Management Fees Income,Income,19650,2023
BI-1,4500-02 · Clerical Variable Income,Income,12248.5,2023
BI-1,4500-02 · Clerical Variable Income,Income,7925.5,2022
BI-1,4500-02 · Clerical Variable Income,Income,8384,2024
BI-1,4500-02 · Clerical Variable Income,Income,9101.88,2021
BI-1,4500-03 · Customers' Crop Share,Income,3573,2021
BI-1,4500-03 · Customers' Crop Share,Income,3668,2024
BI-1,4500-03 · Customers' Crop Share,Income,5502,2023
BI-1,4500-03 · Customers' Crop Share,Income,6086.11,2022
BI-1,4500-04 · Vehicle Maintenance/Fuel Income,Income,10087,2022
BI-1,4500-04 · Vehicle Maintenance/Fuel Income,Income,11004,2021
BI-1,4500-04 · Vehicle Maintenance/Fuel Income,Income,11004,2023
BI-1,4500-04 · Vehicle Maintenance/Fuel Income,Income,8253,2024
BI-1,5000-01 · Labor Hire Payroll,COGS,26039.19,2024
BI-1,5000-01 · Labor Hire Payroll,COGS,42934.44,2021
BI-1,5000-01 · Labor Hire Payroll,COGS,44987.67,2023
BI-1,5000-01 · Labor Hire Payroll,COGS,48732.8,2022
BI-1,5002-01 · Labor Hire Payroll Taxes,COGS,2178.66,2024
BI-1,5002-01 · Labor Hire Payroll Taxes,COGS,3564.7,2021
BI-1,5002-01 · Labor Hire Payroll Taxes,COGS,3661.04,2023
BI-1,5002-01 · Labor Hire Payroll Taxes,COGS,4020.28,2022
BI-1,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BI-1,5002-04 · Harvesting Payroll Taxes,COGS,276.17,2023
BI-1,5002-04 · Harvesting Payroll Taxes,COGS,291.75,2021
BI-1,5002-04 · Harvesting Payroll Taxes,COGS,605.98,2024
BI-1,Total COGS,COGS,35094.27,2024
BI-1,Total COGS,COGS,47546.67,2022
BI-1,Total COGS,COGS,49318.8,2021
BI-1,Total COGS,COGS,49848.78,2023
BI-1,Total Expense,Expense,0,2021
BI-1,Total Expense,Expense,0,2022
BI-1,Total Expense,Expense,0,2023
BI-1,Total Expense,Expense,9.85,2024
BI-1,Total Income,Income,201280.72,2022
BI-1,Total Income,Income,206390.65,2021
BI-1,Total Income,Income,232442.5,2023
BI-1,Total Income,Income,93857.9,2024
BLOCK 1,4300-01 · Custom Farming Equipment,Income,0,2023
BLOCK 1,4300-01 · Custom Farming Equipment,Income,0,2024
BLOCK 1,4300-01 · Custom Farming Equipment,Income,36805.9,2021
BLOCK 1,4300-01 · Custom Farming Equipment,Income,3835,2022
BLOCK 1,4300-02 · Custom Harvesting Equipment,Income,0,2022
BLOCK 1,4300-02 · Custom Harvesting Equipment,Income,0,2023
BLOCK 1,4300-02 · Custom Harvesting Equipment,Income,0,2024
BLOCK 1,4300-02 · Custom Harvesting Equipment,Income,52591.16,2021
BLOCK 1,4412 · Labor Income - Other,Income,0,2021
BLOCK 1,4412 · Labor Income - Other,Income,0,2022
BLOCK 1,4412 · Labor Income - Other,Income,0,2023
BLOCK 1,4412 · Labor Income - Other,Income,0,2024
BLOCK 1,4412-01 · Custom Farming Labor,Income,0,2023
BLOCK 1,4412-01 · Custom Farming Labor,Income,0,2024
BLOCK 1,4412-01 · Custom Farming Labor,Income,24803,2021
BLOCK 1,4412-01 · Custom Farming Labor,Income,25428.08,2022
BLOCK 1,4500-01 · Management Fees Income,Income,0,2023
BLOCK 1,4500-01 · Management Fees Income,Income,0,2024
BLOCK 1,4500-01 · Management Fees Income,Income,14512.5,2021
BLOCK 1,4500-01 · Management Fees Income,Income,'-22639.5,2022
BLOCK 1,4500-02 · Clerical Variable Income,Income,0,2023
BLOCK 1,4500-02 · Clerical Variable Income,Income,0,2024
BLOCK 1,4500-02 · Clerical Variable Income,Income,7042.11,2021
BLOCK 1,4500-02 · Clerical Variable Income,Income,'-7042.11,2022
BLOCK 1,4500-03 · Customers' Crop Share,Income,0,2021
BLOCK 1,4500-03 · Customers' Crop Share,Income,0,2022
BLOCK 1,4500-03 · Customers' Crop Share,Income,0,2023
BLOCK 1,4500-03 · Customers' Crop Share,Income,0,2024
BLOCK 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
BLOCK 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
BLOCK 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
BLOCK 1,4500-04 · Vehicle Maintenance/Fuel Income,Income,8127,2021
BLOCK 1,5000-01 · Labor Hire Payroll,COGS,0,2023
BLOCK 1,5000-01 · Labor Hire Payroll,COGS,0,2024
BLOCK 1,5000-01 · Labor Hire Payroll,COGS,12144.28,2021
BLOCK 1,5000-01 · Labor Hire Payroll,COGS,5165.38,2022
BLOCK 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
BLOCK 1,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
BLOCK 1,5002-01 · Labor Hire Payroll Taxes,COGS,1014.99,2021
BLOCK 1,5002-01 · Labor Hire Payroll Taxes,COGS,408.12,2022
BLOCK 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BLOCK 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
BLOCK 1,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
BLOCK 1,5002-04 · Harvesting Payroll Taxes,COGS,35.53,2021
BLOCK 1,Total COGS,COGS,0,2023
BLOCK 1,Total COGS,COGS,0,2024
BLOCK 1,Total COGS,COGS,13419.03,2021
BLOCK 1,Total COGS,COGS,5573.5,2022
BLOCK 1,Total Expense,Expense,0,2021
BLOCK 1,Total Expense,Expense,0,2022
BLOCK 1,Total Expense,Expense,0,2023
BLOCK 1,Total Expense,Expense,0,2024
BLOCK 1,Total Income,Income,0,2023
BLOCK 1,Total Income,Income,0,2024
BLOCK 1,Total Income,Income,144997.67,2021
BLOCK 1,Total Income,Income,'-418.53,2022
BLOCK 7A,4300-01 · Custom Farming Equipment,Income,0,2021
BLOCK 7A,4300-01 · Custom Farming Equipment,Income,0,2022
BLOCK 7A,4300-01 · Custom Farming Equipment,Income,0,2023
BLOCK 7A,4300-01 · Custom Farming Equipment,Income,0,2024
BLOCK 7A,4300-02 · Custom Harvesting Equipment,Income,0,2021
BLOCK 7A,4300-02 · Custom Harvesting Equipment,Income,0,2022
BLOCK 7A,4300-02 · Custom Harvesting Equipment,Income,0,2023
BLOCK 7A,4300-02 · Custom Harvesting Equipment,Income,0,2024
BLOCK 7A,4412 · Labor Income - Other,Income,0,2021
BLOCK 7A,4412 · Labor Income - Other,Income,0,2022
BLOCK 7A,4412 · Labor Income - Other,Income,0,2023
BLOCK 7A,4412 · Labor Income - Other,Income,0,2024
BLOCK 7A,4412-01 · Custom Farming Labor,Income,0,2021
BLOCK 7A,4412-01 · Custom Farming Labor,Income,0,2022
BLOCK 7A,4412-01 · Custom Farming Labor,Income,0,2023
BLOCK 7A,4412-01 · Custom Farming Labor,Income,0,2024
BLOCK 7A,4500-01 · Management Fees Income,Income,0,2021
BLOCK 7A,4500-01 · Management Fees Income,Income,0,2022
BLOCK 7A,4500-01 · Management Fees Income,Income,0,2023
BLOCK 7A,4500-01 · Management Fees Income,Income,0,2024
BLOCK 7A,4500-02 · Clerical Variable Income,Income,0,2021
BLOCK 7A,4500-02 · Clerical Variable Income,Income,0,2022
BLOCK 7A,4500-02 · Clerical Variable Income,Income,0,2023
BLOCK 7A,4500-02 · Clerical Variable Income,Income,0,2024
BLOCK 7A,4500-03 · Customers' Crop Share,Income,0,2021
BLOCK 7A,4500-03 · Customers' Crop Share,Income,0,2022
BLOCK 7A,4500-03 · Customers' Crop Share,Income,0,2023
BLOCK 7A,4500-03 · Customers' Crop Share,Income,0,2024
BLOCK 7A,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
BLOCK 7A,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
BLOCK 7A,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
BLOCK 7A,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
BLOCK 7A,5000-01 · Labor Hire Payroll,COGS,0,2021
BLOCK 7A,5000-01 · Labor Hire Payroll,COGS,0,2022
BLOCK 7A,5000-01 · Labor Hire Payroll,COGS,0,2023
BLOCK 7A,5000-01 · Labor Hire Payroll,COGS,0,2024
BLOCK 7A,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
BLOCK 7A,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
BLOCK 7A,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
BLOCK 7A,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
BLOCK 7A,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
BLOCK 7A,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BLOCK 7A,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
BLOCK 7A,5002-04 · Harvesting Payroll Taxes,COGS,72.65,2024
BLOCK 7A,Total COGS,COGS,0,2021
BLOCK 7A,Total COGS,COGS,0,2022
BLOCK 7A,Total COGS,COGS,0,2023
BLOCK 7A,Total COGS,COGS,794.15,2024
BLOCK 7A,Total Expense,Expense,0,2021
BLOCK 7A,Total Expense,Expense,0,2022
BLOCK 7A,Total Expense,Expense,0,2023
BLOCK 7A,Total Expense,Expense,0,2024
BLOCK 7A,Total Income,Income,0,2021
BLOCK 7A,Total Income,Income,0,2022
BLOCK 7A,Total Income,Income,0,2023
BLOCK 7A,Total Income,Income,0,2024
BRAD - FAMILY,4300-01 · Custom Farming Equipment,Income,0,2021
BRAD - FAMILY,4300-01 · Custom Farming Equipment,Income,0,2022
BRAD - FAMILY,4300-01 · Custom Farming Equipment,Income,0,2023
BRAD - FAMILY,4300-01 · Custom Farming Equipment,Income,0,2024
BRAD - FAMILY,4300-02 · Custom Harvesting Equipment,Income,0,2023
BRAD - FAMILY,4300-02 · Custom Harvesting Equipment,Income,0,2024
BRAD - FAMILY,4300-02 · Custom Harvesting Equipment,Income,35898.5,2021
BRAD - FAMILY,4300-02 · Custom Harvesting Equipment,Income,37396.7,2022
BRAD - FAMILY,4412 · Labor Income - Other,Income,0,2021
BRAD - FAMILY,4412 · Labor Income - Other,Income,0,2022
BRAD - FAMILY,4412 · Labor Income - Other,Income,0,2023
BRAD - FAMILY,4412 · Labor Income - Other,Income,0,2024
BRAD - FAMILY,4412-01 · Custom Farming Labor,Income,0,2021
BRAD - FAMILY,4412-01 · Custom Farming Labor,Income,0,2022
BRAD - FAMILY,4412-01 · Custom Farming Labor,Income,0,2023
BRAD - FAMILY,4412-01 · Custom Farming Labor,Income,0,2024
BRAD - FAMILY,4500-01 · Management Fees Income,Income,0,2021
BRAD - FAMILY,4500-01 · Management Fees Income,Income,0,2022
BRAD - FAMILY,4500-01 · Management Fees Income,Income,0,2023
BRAD - FAMILY,4500-01 · Management Fees Income,Income,0,2024
BRAD - FAMILY,4500-02 · Clerical Variable Income,Income,0,2021
BRAD - FAMILY,4500-02 · Clerical Variable Income,Income,0,2022
BRAD - FAMILY,4500-02 · Clerical Variable Income,Income,0,2023
BRAD - FAMILY,4500-02 · Clerical Variable Income,Income,0,2024
BRAD - FAMILY,4500-03 · Customers' Crop Share,Income,0,2021
BRAD - FAMILY,4500-03 · Customers' Crop Share,Income,0,2022
BRAD - FAMILY,4500-03 · Customers' Crop Share,Income,0,2023
BRAD - FAMILY,4500-03 · Customers' Crop Share,Income,0,2024
BRAD - FAMILY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
BRAD - FAMILY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
BRAD - FAMILY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
BRAD - FAMILY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
BRAD - FAMILY,5000-01 · Labor Hire Payroll,COGS,0,2021
BRAD - FAMILY,5000-01 · Labor Hire Payroll,COGS,0,2022
BRAD - FAMILY,5000-01 · Labor Hire Payroll,COGS,0,2024
BRAD - FAMILY,5000-01 · Labor Hire Payroll,COGS,87.5,2023
BRAD - FAMILY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
BRAD - FAMILY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
BRAD - FAMILY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
BRAD - FAMILY,5002-01 · Labor Hire Payroll Taxes,COGS,11.25,2023
BRAD - FAMILY,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
BRAD - FAMILY,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BRAD - FAMILY,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
BRAD - FAMILY,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
BRAD - FAMILY,Total COGS,COGS,0,2021
BRAD - FAMILY,Total COGS,COGS,0,2022
BRAD - FAMILY,Total COGS,COGS,0,2024
BRAD - FAMILY,Total COGS,COGS,98.75,2023
BRAD - FAMILY,Total Expense,Expense,0,2021
BRAD - FAMILY,Total Expense,Expense,0,2022
BRAD - FAMILY,Total Expense,Expense,0,2023
BRAD - FAMILY,Total Expense,Expense,0,2024
BRAD - FAMILY,Total Income,Income,0,2023
BRAD - FAMILY,Total Income,Income,0,2024
BRAD - FAMILY,Total Income,Income,41440.1,2022
BRAD - FAMILY,Total Income,Income,42388.5,2021
BRAD - VALLEY,4300-01 · Custom Farming Equipment,Income,0,2021
BRAD - VALLEY,4300-01 · Custom Farming Equipment,Income,0,2022
BRAD - VALLEY,4300-01 · Custom Farming Equipment,Income,0,2023
BRAD - VALLEY,4300-01 · Custom Farming Equipment,Income,0,2024
BRAD - VALLEY,4300-02 · Custom Harvesting Equipment,Income,0,2024
BRAD - VALLEY,4300-02 · Custom Harvesting Equipment,Income,136947.5,2021
BRAD - VALLEY,4300-02 · Custom Harvesting Equipment,Income,175708.2,2022
BRAD - VALLEY,4300-02 · Custom Harvesting Equipment,Income,214685,2023
BRAD - VALLEY,4412 · Labor Income - Other,Income,0,2021
BRAD - VALLEY,4412 · Labor Income - Other,Income,0,2022
BRAD - VALLEY,4412 · Labor Income - Other,Income,0,2023
BRAD - VALLEY,4412 · Labor Income - Other,Income,0,2024
BRAD - VALLEY,4412-01 · Custom Farming Labor,Income,0,2021
BRAD - VALLEY,4412-01 · Custom Farming Labor,Income,0,2022
BRAD - VALLEY,4412-01 · Custom Farming Labor,Income,0,2023
BRAD - VALLEY,4412-01 · Custom Farming Labor,Income,0,2024
BRAD - VALLEY,4500-01 · Management Fees Income,Income,0,2021
BRAD - VALLEY,4500-01 · Management Fees Income,Income,0,2022
BRAD - VALLEY,4500-01 · Management Fees Income,Income,0,2023
BRAD - VALLEY,4500-01 · Management Fees Income,Income,0,2024
BRAD - VALLEY,4500-02 · Clerical Variable Income,Income,0,2021
BRAD - VALLEY,4500-02 · Clerical Variable Income,Income,0,2022
BRAD - VALLEY,4500-02 · Clerical Variable Income,Income,0,2023
BRAD - VALLEY,4500-02 · Clerical Variable Income,Income,0,2024
BRAD - VALLEY,4500-03 · Customers' Crop Share,Income,0,2021
BRAD - VALLEY,4500-03 · Customers' Crop Share,Income,0,2022
BRAD - VALLEY,4500-03 · Customers' Crop Share,Income,0,2023
BRAD - VALLEY,4500-03 · Customers' Crop Share,Income,0,2024
BRAD - VALLEY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
BRAD - VALLEY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
BRAD - VALLEY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
BRAD - VALLEY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
BRAD - VALLEY,5000-01 · Labor Hire Payroll,COGS,0,2021
BRAD - VALLEY,5000-01 · Labor Hire Payroll,COGS,0,2022
BRAD - VALLEY,5000-01 · Labor Hire Payroll,COGS,0,2023
BRAD - VALLEY,5000-01 · Labor Hire Payroll,COGS,0,2024
BRAD - VALLEY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
BRAD - VALLEY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
BRAD - VALLEY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
BRAD - VALLEY,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
BRAD - VALLEY,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BRAD - VALLEY,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
BRAD - VALLEY,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
BRAD - VALLEY,5002-04 · Harvesting Payroll Taxes,COGS,7.23,2021
BRAD - VALLEY,Total COGS,COGS,0,2022
BRAD - VALLEY,Total COGS,COGS,0,2023
BRAD - VALLEY,Total COGS,COGS,0,2024
BRAD - VALLEY,Total COGS,COGS,101.73,2021
BRAD - VALLEY,Total Expense,Expense,0,2021
BRAD - VALLEY,Total Expense,Expense,0,2022
BRAD - VALLEY,Total Expense,Expense,0,2023
BRAD - VALLEY,Total Expense,Expense,0,2024
BRAD - VALLEY,Total Income,Income,0,2024
BRAD - VALLEY,Total Income,Income,163971.5,2021
BRAD - VALLEY,Total Income,Income,202664.2,2022
BRAD - VALLEY,Total Income,Income,214685,2023
BRIAN,4300-01 · Custom Farming Equipment,Income,0,2021
BRIAN,4300-01 · Custom Farming Equipment,Income,0,2022
BRIAN,4300-01 · Custom Farming Equipment,Income,0,2023
BRIAN,4300-01 · Custom Farming Equipment,Income,0,2024
BRIAN,4300-02 · Custom Harvesting Equipment,Income,0,2021
BRIAN,4300-02 · Custom Harvesting Equipment,Income,0,2022
BRIAN,4300-02 · Custom Harvesting Equipment,Income,0,2023
BRIAN,4300-02 · Custom Harvesting Equipment,Income,0,2024
BRIAN,4412 · Labor Income - Other,Income,0,2021
BRIAN,4412 · Labor Income - Other,Income,0,2022
BRIAN,4412 · Labor Income - Other,Income,0,2023
BRIAN,4412 · Labor Income - Other,Income,0,2024
BRIAN,4412-01 · Custom Farming Labor,Income,0,2021
BRIAN,4412-01 · Custom Farming Labor,Income,0,2022
BRIAN,4412-01 · Custom Farming Labor,Income,0,2023
BRIAN,4412-01 · Custom Farming Labor,Income,0,2024
BRIAN,4500-01 · Management Fees Income,Income,0,2021
BRIAN,4500-01 · Management Fees Income,Income,0,2022
BRIAN,4500-01 · Management Fees Income,Income,0,2023
BRIAN,4500-01 · Management Fees Income,Income,0,2024
BRIAN,4500-02 · Clerical Variable Income,Income,0,2021
BRIAN,4500-02 · Clerical Variable Income,Income,0,2022
BRIAN,4500-02 · Clerical Variable Income,Income,0,2023
BRIAN,4500-02 · Clerical Variable Income,Income,0,2024
BRIAN,4500-03 · Customers' Crop Share,Income,0,2021
BRIAN,4500-03 · Customers' Crop Share,Income,0,2022
BRIAN,4500-03 · Customers' Crop Share,Income,0,2023
BRIAN,4500-03 · Customers' Crop Share,Income,0,2024
BRIAN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
BRIAN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
BRIAN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
BRIAN,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
BRIAN,5000-01 · Labor Hire Payroll,COGS,0,2021
BRIAN,5000-01 · Labor Hire Payroll,COGS,0,2022
BRIAN,5000-01 · Labor Hire Payroll,COGS,0,2023
BRIAN,5000-01 · Labor Hire Payroll,COGS,182.82,2024
BRIAN,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
BRIAN,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
BRIAN,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
BRIAN,5002-01 · Labor Hire Payroll Taxes,COGS,13.88,2024
BRIAN,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
BRIAN,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
BRIAN,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
BRIAN,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
BRIAN,Total COGS,COGS,0,2021
BRIAN,Total COGS,COGS,0,2022
BRIAN,Total COGS,COGS,0,2023
BRIAN,Total COGS,COGS,196.7,2024
BRIAN,Total Expense,Expense,0,2021
BRIAN,Total Expense,Expense,0,2022
BRIAN,Total Expense,Expense,0,2023
BRIAN,Total Expense,Expense,0,2024
BRIAN,Total Income,Income,0,2021
BRIAN,Total Income,Income,0,2022
BRIAN,Total Income,Income,0,2023
BRIAN,Total Income,Income,0,2024
BRS-250,4300-01 · Custom Farming Equipment,Income,19094.5,2024
BRS-250,4300-01 · Custom Farming Equipment,Income,31083.5,2023
BRS-250,4300-01 · Custom Farming Equipment,Income,32198,2021
BRS-250,4300-01 · Custom Farming Equipment,Income,42301.6,2022
BRS-250,4300-02 · Custom Harvesting Equipment,Income,41583.7,2021
BRS-250,4300-02 · Custom Harvesting Equipment,Income,4532,2024
BRS-250,4300-02 · Custom Harvesting Equipment,Income,52087.06,2022
BRS-250,4300-02 · Custom Harvesting Equipment,Income,54193.5,2023
BRS-250,4412 · Labor Income - Other,Income,0,2021
BRS-250,4412 · Labor Income - Other,Income,0,2022
BRS-250,4412 · Labor Income - Other,Income,0,2023
BRS-250,4412 · Labor Income - Other,Income,0,2024
BRS-250,4412-01 · Custom Farming Labor,Income,20858.6,2024
BRS-250,4412-01 · Custom Farming Labor,Income,38214,2021
BRS-250,4412-01 · Custom Farming Labor,Income,45307.75,2023
BRS-250,4412-01 · Custom Farming Labor,Income,61209,2022
BRS-250,4500-01 · Management Fees Income,Income,10200,2024
BRS-250,4500-01 · Management Fees Income,Income,15300,2021
BRS-250,4500-01 · Management Fees Income,Income,15300,2023
BRS-250,4500-01 · Management Fees Income,Income,23529.72,2022
BRS-250,4500-02 · Clerical Variable Income,Income,6171,2022
BRS-250,4500-02 · Clerical Variable Income,Income,6426,2021
BRS-250,4500-02 · Clerical Variable Income,Income,6528,2024
BRS-250,4500-02 · Clerical Variable Income,Income,9537,2023
BRS-250,4500-03 · Customers' Crop Share,Income,2856,2024
BRS-250,4500-03 · Customers' Crop Share,Income,3927,2022
BRS-250,4500-03 · Customers' Crop Share,Income,4284,2023
BRS-250,4500-03 · Customers' Crop Share,Income,5275.2,2021
BRS-250,4500-04 · Vehicle Maintenance/Fuel Income,Income,6426,2024
BRS-250,4500-04 · Vehicle Maintenance/Fuel Income,Income,7854,2022
BRS-250,4500-04 · Vehicle Maintenance/Fuel Income,Income,8568,2021
